Cbc News,Canadian pharmacies are limiting how much medication can be dispensed to try to prevent shortages,2020-03-27 08:00:00,recognizing that most active ingredients for drugs come from India and China and medical supply chains have been disrupted by the spread of COVID-19.,Coronavirus a wake-up call for Canadas prescription drug supply,Canadian pharmacies are limiting how much medication can be dispensed to try to prevent shortages
"",COVID-19 anxiety is real,2020-03-18 03:00:00,but its also a real opportunity for fraudsters looking to exploit that angst for a quick buck.,Beware of coronavirus cons warns Better Business Bureau,COVID-19 anxiety is real for many people
The Associated Press,Netflix said Friday it is establishing a 100 million US relief fund for workers in the worldwide creative community affected by the coronavirus,2020-03-20 19:33:00,which has caused the halt of most film and television production.,Netflix to launch 100M relief fund for screen industry workers affected by coronavirus pandemic,Netflix said Friday it is establishing a 100 million US relief fund for workers in the worldwide creative community affected by the coronavirus
"",B.C.s Ministry of Health soft-launched a new COVID-19 symptom self-assessment tool to help determine whether someone needs testing for the virus.,2020-03-18 06:02:00,The Ministry of Health has quietly launched a COVID-19 symptom self-assessment tool to help people determine whether they need a test for the coronavirus. The online tool at https://covid19.thrive.health/ poses a series of questions about symptoms and offers advice about what to do next including making a call to the 811 health line or continuing to self-monitor for symptoms. Some people have been raising concerns about hours-long delays to ask a medical questions to a registered nurse at 811. This tool is expected to take some pressure off that service. Provincial health officer Dr. Bonnie Henry said the website is way for people to assess if they need further information,B.C. soft-launches coronavirus self-assessment tool, testing
Senior Writer,Breaking News Extensively In Canada,Politics,In Addition To Several Years Reporting On News,Adam Miller Is Senior Digital Writer With Cbc News. HeS Covered Health,Current Affairs Throughout Asia.
Cbc News New York,He Spent Eight Years In Toronto Covering Stories Like The Protests,The World Cup In Brazil,The Rob Ford Crack Video Scandal.,Steven DSouza Is A Gemini-Nominated Journalist Based In New York City. He Has Reported Internationally The Papal Conclave In Rome,Unprecedented: Gun and ammunition sales spike amid coronavirus spread
"",Employees at TD Bank say theyre worried cramped conditions,2020-03-20 20:01:00,shared desks,TD Bank employees worry call centres are breeding ground for COVID-19,equipment
Tory Gillis Began Work As A Journalist With Cbc Saskatchewan In You Can Hear Her Deliver The Afternoon News On Weekdays On Cbc Radio One In Saskatchewan. She Has Also Worked As A Reporter,Bluesky,The Morning Edition,The Afternoon Edition.,As An Associate Producer On Cbc SaskatchewanS Radio Shows,Coronavirus concerns cancel Regina womans wedding plans twice
"",Canada’s hospitals and health officials are looking at ways to boost the number of available ventilators to prepare for a deluge of very sick COVID-19 patients amid projections that they could run out of such life-saving equipment within weeks.,2020-03-19 21:53:00,Canadas hospitals and health officials are looking at ways to boost the number of available ventilators to prepare for a deluge of very sick COVID-19 patients amid projections that they could run out of such life-saving equipment within weeks. While most people who get COVID-19 only face mild symptoms,Hospitals scramble to secure more ventilators amid coronavirus outbreak,the sickest end up in intensive care units and must be attached to ventilators in order to survive and recover. A new study shows Canadas most populated province
"",Extra resources are being added to the Tele–Care 811 line to reduce wait times as New Brunswick faces the next big wave of COVID-19 potentially entering the province with returning travellers,2020-03-20 17:08:00,government officials announced Friday.,N.B. COVID-19 roundup: Province braces for next big wave of coronavirus,Extra resources are being added to the Tele–Care 811 line to reduce wait times as New Brunswick faces the next big wave of COVID-19 potentially entering the province
Thomson Reuters,The Eurovision song contest,2020-03-19 14:42:00,one of the worlds largest television events,Eurovision Song Contest cancelled for 2020 due to coronavirus,will not take place this year due to the global coronavirus outbreak
Thomson Reuters,Bans on mass gatherings introduced to slow the spread of the coronavirus pandemic might have been expected to deal a death blow to musical life,2020-03-16 14:53:00,but have instead prompted a boom in free online concerts.,Musicians give free online concerts amid coronavirus outbreak,Bans on mass gatherings introduced to slow the spread of the coronavirus pandemic might have been expected to deal a death blow to musical life
"",The City of Windsor is immediately closing play structures,2020-03-26 23:52:00,including swings and childrens activity sets within parks,Windsor is immediately closing playgrounds amid the COVID-19 pandemic,in an effort to reduce the potential spread of COVID-19
Thomson Reuters,U.S. President Donald Trump will cancel an in-person meeting of G7 leaders at Camp David in June  because of the coronavirus and will hold a videoconference  instead,2020-03-20 00:04:00,the White House said on Thursday.,Trump cancels June G7 meeting at Camp David over coronavirus,U.S. President Donald Trump will cancel an in-person meeting of G7 leaders at Camp David in June because of the coronavirus and will hold a videoconference instead
The Associated Press,2020-03-20 08:44:00,New York and Illinois order residents to stay home to halt coronavirus,New York and Illinois joined California on Friday in ordering nearly all residents to stay in their homes,California,as governors undertook their most sweeping efforts yet to contain the coronavirus and fend off the kind of onslaught that has caused southern Europe to buckle.
"",2020-03-20 08:00:00,request bailout,Across the globe,Its a perfect storm: Global airlines face extreme headwinds over coronavirus losses,airlines are grounding their international fleets
Cbc News,A man in his 40s in Orangeville has tested positive for COVID-19 after returning from Atlanta,2020-03-16 18:20:00,Ga.,Orangeville declares 1st case of coronavirus,public health says.
"",2020-03-21 16:32:00,says B.C. housing minister,If the COVID-19 pandemic hits vulnerable populations like Vancouvers DTES,Help is on the way for renters during coronavirus crisis,plans are in place to move people to isolate them
Cbc News,The prime minister spoke about the struggles of Canadians abroad and the need to step up testing for COVID-19 on Thursday,2020-03-19 10:57:00, a day after announcing an 82-billion COVID-19 response package that includes wage subsidies and a temporary boost to the child benefit program.,Coronavirus: Heres whats happening in Canada and the world March 19,The latest:  PM addresses Canadians again after announcing 82-billion COVID-19 package. Morneau says COVID-19 emergency funds coming in 2-3 weeks Ontario announces second death from COVID-19; Alberta announces first. B.C. announces eigth death. Canada suspends passport services
Cbc News,An additional 44 cases of COVID-19 were confirmed in Ontario on Thursday,2020-03-19 11:17:00,bringing the provincial total to 258 including two deaths and five resolved cases.,COVID-19 in Ontario: 2nd coronavirus-related death appears to be community transmission,Health officials in Halton Region say Ontarios second coronavirus-linked death
Dan Zakreski Is A Reporter For Cbc Saskatoon.,The provinces Court of Queens Bench is shutting down its regular operations effective March 20.,2020-03-19 20:53:00,The Saskatchewan Court of Queens Bench is temporarily shutting down regular operations at its courthouses effective March 20,Sask. Court of Queens Bench shutting down regular operations due to coronavirus,in an effort to help slow the spread of the coronavirus. The primary concern is to continue to protect the health and safety of those who use the court
"",Toyota says it will temporarily shut down production plants across North America,2020-03-18 21:27:00,including two in Ontario,Toyota to temporarily halt production at 2 Ontario plants amid coronavirus outbreak,starting Monday due to ongoing concerns over the coronavirus pandemic.
